北方沈富（北京）机电设备安装有限公司辉县市分公司,TA1.5D-N,,MC,,DC220V,400*5*10*16,有,富士LIFT,多8192,7米,,
北京航天金羊,S1.0B-H,,BCC,,AC220V,400*4*10*16,无,蓝光一体化,海1387,10米,,
北京航天金羊,S1.0C-H,,BCC,,AC220V,400*5*10*16,无,蓝光一体化,海1387,10米,10米,
北京航天金羊,S1.0D-H,,BCC,,AC220V,400*5*10*16-3AF,无,蓝光一体化,海1387,10米,10米,
北京航天金羊,S1.5C-H,,BCC,,AC220V,400*5*10*16-3T,无,蓝光一体化,海1387,10米,8米,
北京航天金羊,S1.5D-H,,BCC,,AC220V,400*5*10*16-3AF,无,蓝光一体化,海1387,10米,10米,
北京航天金羊,S1.75D-H,,BCC,,AC220V,400*5*10*16,有,蓝光一体化,海1387,10米,7米,
北京航天金羊,TA0.5C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,,
北京航天金羊,TA1.0B-H,,MC,,DC220V,400*4*10*16,有,蓝光一体化,海1387,10米,,
北京航天金羊,TA1.0C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,12米,,
北京航天金羊,TA1.0D-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,,
北京航天金羊,TA1.5C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,12米,,
北京航天金羊,TA1.75C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,,
北京航天金羊,TA1.75D-H,,MC,,DC220V,400*5*10*16-2C,有,蓝光一体化,海1387,10米,,
北京航天金羊,TA2.0D-H,,MC,,DC220V,400*5*10*16-3AF,有,蓝光一体化,海1387,10米,,
北京航天金羊,U1.0ES-H,,MM,,DC220V,480*7*12*18-2A,无,蓝光一体化,海1387,10米,,
北京首都电梯厂,S1.0B-N,,BCC,,DC110V,400*4*10*16,无,安川L1000A,多8192,10米,,
北京首都电梯厂,S1.0C-N,,BCC,,DC110V,400*5*10*16,无,安川L1000A,多8192,10米,7米,
北京首都电梯厂,S1.0D-N,,BCC,,DC110V,400*5*10*16,有,安川L1000A,多8192,10米,4米,
北京首都电梯厂,S1.5C-N,,BCC,,DC110V,400*5*10*16,无,安川L1000A,多8192,10米,,
北京杏林伟业,S1.75C-H,,BCC,,AC220V,400*5*10*16,有,CV,海1387,8米,,
北京杏林伟业,S1.75D-H,,BCC,,AC220V,400*5*10*16,有,CV,海1387,8米,,
波士顿（苏州）,TA1.0D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,10米,,
波士顿（苏州）,TA2.0C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
伯朗电梯（郴州）,U1.75FS-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,,
参展样机,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,,海1387,7米,,
参展样机,U1.0ES-H,,MM,,DC110V,480*7*12*18,有,,海1387,7米,,
参展样机,Y4.0F2-H,,EWW,,AC220V,480*12*12*15-3F(C),有,,海1387,7米,,
长春奥利夫,S1.0C-H,,BCC,,AC220V,400*5*10*16,无,蓝光一体化,海1387,10米,,
长春奥利夫,TA1.0B-H,,MC,,DC220V,400*4*10*16,有,蓝光一体化,海1387,7米,,
长春奥利夫,TA1.0C-H,,MC,,DC220V,400*5*10*16,有,默纳克,海1387,10米,4米,
长春奥利夫,TA1.0D-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春奥利夫,TA1.5C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春奥利夫,TA1.75C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春奥利夫,U1.0ES-H,,MM,,DC220V,480*7*12*18,有,蓝光一体化,海1387,7米,,
长春东日,S1.0D-H,,BCC,,AC220V,400*5*10*16,无,蓝光一体化,海1387,7米,,
长春东日,S2.0C-H,,BCC,,AC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春东日,T0.5AM-H,,MC,,DC220V,325*4*8*12,无,蓝光一体化,海1387,7米,4米,
长春东日,TA1.0B-H,,MC,,DC220V,400*4*10*16,有,蓝光一体机,海1387,7米,,
长春东日,TA1.0C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春东日,TA1.0D-H,,MC,,DC220V,400*5*10*16,无,蓝光一体化,海1387,7米,,
长春东日,TA1.5C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春东日,TA1.5D-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春东日,TA1.5E-H,,MC,,DC220V,400*5*10*16,无,蓝光一体化,海1387,7米,,
长春东日,TA1.75C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春东日,TA1.75D-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春东日,TA2.0C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
长春东日,U1.0ES-H,,MM,,DC220V,480*7*12*18,有,蓝光一体化,海1387,7米,,
长春中奥,S1.75D-N,,BCC,,DC110V,400*5*10*16,有,安川,多8192,10米,,
长沙能达电梯,S1.75C-H,,BCC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,10米,,
长沙能达电梯,S1.75D-N,,BCC,,DC110V,400*5*10*16,有,富士,多8192,7米,,
长沙能达电梯,S1.75E-H,,BCC,,DC220V,340*6*8*13-3,有,蓝光一体化,海1387,7米,,
长沙能达电梯,TA1.0C-N,,MC,,DC110V,400*5*10*16,有,富士,多8192,7米,,
长沙能达电梯,Y2.0B3-H,,AWW,,AC220V,410*7*10*16-3C,有,安川L1000A,海1387,7米,,
常州电梯厂,L1.0A3-H,,,,DC110V,320*4*8*12,有,蓝光一体化,海1387,10米配,,
常州电梯厂,S1.0D-H,,BCC,,AC220V,400*5*10*16,无,新时达,海1387,10米配,,
常州电梯厂,TA1.0B-H,,MC,,DC110V,400*4*10*16,有,新时达,海1387,10米配,,
常州电梯厂,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,新时达,海1387,10米配,7米,
常州电梯厂,TA1.5C-H,,MC,,DC110V,400*5*10*16,有,新时达,海1387,10米配,,
常州电梯厂,TA1.5D-H,,MC,,DC110V,400*5*10*16,有,新时达,海1387,10米配,,
常州电梯厂,TA1.6E-H,,MC,,DC110V,400*5*10*16,有,新时达,海1387,10米配,,
常州电梯厂,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,新时达,海1387,10米配,,
常州电梯厂,TA1.75D-H,,MC,,DC110V,400*5*10*16,有,新时达,海1387,10米配,,
成都金阳机械制造有限公司,TA1.0B-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,,
成都金阳机械制造有限公司,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
成都金阳机械制造有限公司,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
成都康力,U1.75DS-H,,MM,,DC110V,480*8*10*15-2C,无,新时达,海1387,10米,,
成都康力,U2.0FS-H,,MM,,DC110V,480*8*10*15-2C,无,新时达,海1387,10米,,
成都新世纪电梯有限公司,TA1.5C-H,,MC,,DC110V,400*4*10*16,有,新时达,海1387,7米,,
达州市长欣物业管理有限公司,S1.75D-H,,BCC,,AC220V,400*5*10*16,有,CV,海1387,7米,,
达州市创美永奥电梯,TA1.5D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
大连百特物业,S1.0C-N,,BCC,,AC220V,400*5*10*16,无,富士,多8192,10米,,
大连得利,TA1.0B-H,,MC,,DC220V,400*4*10*16,有,蓝光一体化,海1387,7米,,
大连得利,TA1.0C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,4米,
大连得利,TA1.0D-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
大连得利,TA1.5C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
大连得利,TA1.5D-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
大连得利,TA1.75C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,,
大连得利,U1.0DS-H,,MM,,DC220V,480*7*12*18,有,蓝光一体化,海1387,7米,,
大连得利,U1.0ES-H,,MM,,DC220V,480*7*12*18,有,蓝光一体化,海1387,7米,,
大连得利,U1.5DS-H,,MM,,DC220V,480*7*12*18,有,蓝光一体化,海1387,7米,,
大连瑞丰,TA1.75D-H,,MC,,DC110V,400*5*10*16,有,,海1387,8米,,
大众电梯,TA1.0A-H,,MC,,DC110V,400*4*10*16,有,富士,海1387,7米,,
大众电梯,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,富士,海1387,7米,,
大众电梯,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,
大众电梯,TA1.5D-H,,MC,,DC110V,400*5*10*16,有,富士,海1387,7米,,
大众电梯,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,富士,海1387,7米,,
大众电梯,TA1.75D-H,,MC,,DC110V,400*5*10*16,有,富士,海1387,7米,,
大众电梯,U1.0ES-H,,MM,,DC110V,480*8*10*15-2C,无,蓝光一体化,海1387,8米,,
大众电梯,U1.75ES-H,,MM,,DC110V,480*7*12*18,有,富士,海1387,7米,,
丹东市鸿达,S1.0D-H,,BCC,,AC220V,400*5*10*16,有,安川,海1387,7米,,
德尔法电梯,S1.0A-H,,BCC,,DC110V,400*4*10*16,无,默纳克,海1387,7米,,
德尔法电梯,S1.0B-H,,BCC,,DC110V,400*4*10*16,无,默纳克,海1387,7米,,
德尔法电梯,S1.5C-H,,BCC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,,
德尔法电梯,S1.5D-H,,BCC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,6米,
德尔法电梯,TA1.0A-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,7米,
德尔法电梯,TA1.0B-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,7米,
德尔法电梯,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,7米,
德尔法电梯,TA1.0D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,,
德尔法电梯,TA1.5B-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,,
德尔法电梯,TA1.75B-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,,
德尔法电梯,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,10米,,
德尔法电梯,TA1.75D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
德尔法电梯,TA1.75E-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,10米,,
德尔法电梯,U1.0DS-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,,
德尔法电梯,U1.0FS-H,,MM,,DC110V,480*7*12*18,无,默纳克,海1387,7米,,
德尔法电梯,U1.5ES-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,,
德尔法电梯,U1.75DS-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,,
德森克,H8.0E1-H,,NN,,DC90V,710*16*16*20,有,默纳克,海1387,10米,,
德森克,TA1.0A-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,9米,,
德森克,TA1.0B-H,,MC,,DC110V,400*4*10*16,无,默纳克,海1387,10米,,
德森克,TA1.0C-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,,
德森克,TA1.0D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,9米,,
德森克,TA1.5B-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,9米,,
德森克,TA1.5D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
德森克,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
德森克,TA1.75D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
德森克,U1.0DS-H,,MM,,DC110V,480*7*12*18,无,默纳克,海1387,9米,,
德森克,U1.0ES-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,,
德森克,U1.75DS-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,9米,,
德森克,U2.5FS-H,,MM,,DC110V,480*7*12*18,有,CV,海1387,7米,,
德森克,Y3.0F3-H,,DWW,,DC110V,480*8*12*18-3D,有,默纳克,海1387,10米,,
德森克,Y4.0F2-H,,EWW,,AC220V,480*12*12*15-3F(C),有,CV,海1387,7米,,
东奥克虏伯,T1.0BM-H,,MC,,DC110V,325*5*8*12,有,蓝光一体化,海1387,9米,,
东奥克虏伯,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,9米,,
东奥克虏伯,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,9米,,
东奥克虏伯,TA1.75D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,9米,,
东莞长城,S1.0A-H,,BCC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,,
东莞长城,S1.0B-H,,BCC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,,
东莞长城,S1.0C-H,,BCC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞长城,S1.0D-H,,BCC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞长城,S1.5C-H,,BCC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞长城,S1.5D-H,,BCC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞长城,S1.75C-H,,BCC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞富士,U1.0ES-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,,
东莞快意,S1.0D-H,,BNN,,DC110V,400*6*10*16-3AE,有,CTRL70A,海1387,10米,,
东莞快意,S1.5B-H,,BNN,,DC110V,400*4*10*16-3AF,有,CTRL70A,海1387,10米,,
东莞快意,S1.5C-H,,BNN,,DC110V,400*5*10*16-3AF,有,CTRL90,海1387,10米,,
东莞快意,S1.75D-H,,BNN,,DC110V,400*6*10*16-3AE,有,CTRL70A,海1387,10米,,
东莞快意,S2.0D-H,,BNN,,DC110V,400*6*10*16-3AG,有,CTRL70A,海1387,10米,,
东莞快意,S2.5D-H,,BNN,,DC110V,400*6*10*16-3AG,有,CTRL70A,海1387,10米,,
东莞快意,Y1.0E3-H,,DNN,,AC220V,480*6*12*18-3M,有,CTRL70A,海1387,10米,,
东莞快意,Y1.0F3-H,,DNN,,DC110V,480*7*12*18-3M,有,CTRL70A,海1387,10米,,
东莞快意,Y1.5G3-H,,ENN,,AC220V,480*9*12*18-3P,有,CTRL70A,海1387,10米,,
东莞快意,Y1.6E3-H,,CNN,,DC110V,410*8*10*16-3R,有,CTRL70A,海1387,10米,,
东莞快意,Y1.6F3-H,,DNN,单,AC220V,480*7*12*18-3L,有,CTRL70A,海1387,10米,,
东莞快意,Y1.75BC3-H,,ANN,,DC110V,410*7*10*16-3T,有,CTRL70A,海1387,10米,,
东莞快意,Y1.75E3-H,,CNN,,DC110V,410*9*10*16-3X,有,CTRL70A,海1387,10米,,
东莞快意,Y2.0BC3-H,,ANN,,DC110V,410*7*10*16-3R,有,CTRL70A,海1387,10米,,
东莞快意,Y2.0E3-H,,CNN,,DC110V,410*8*10*16-3R,有,CTRL70A,海1387,10米,,
东莞快意,Y2.0F3-H,,DNN,单,DC110V,480*9*10*16-3N,有,CTRL70A,海1387,10米,,
东莞快意,Y2.5BC3-H,,ANN,单,DC110V,410*6*10*16-3R,有,CTRL70A,海1387,10米,,
东莞快意,Y2.5D3-H,,ANN,,DC110V,410*7*10*16-3R,有,CTRL70A,海1387,10米,,
东莞快意,Y3.0BC3-H,,ANN,,DC110V,480*7*10*16-3W,有,CTRL70A,海1387,10米,,
东莞快意,Y3.0C2-H,,ENN,复,AC220V,480*10*12*15-3F（C）,有,CTRL70A,海1387,10米,,
东莞快意,Y3.0D3-H,,ANN,,DC110V,480*7*10*16-3W,有,CTRL70A,海1387,10米,,
东莞快意,Y3.0E3-H,,DNN,,AC220V,480*8*10*15-3Q,有,CTRL70A,海1387,10米,,
东莞快意,Y3.0EF2-H,,ENN,复,AC220V,480*12*12*15-3F(C),有,CTRL70A,海1387,10米,,
东莞快意,Y3.5C2-H,,ENN,复,AC220V,480*12*10*14-3F(F),有,CTRL90,海1387,10米,,
东莞快意,Y3.5E2-H,,ENN,复,AC220V,480*14*10*14-3F(S),有,CTRL90,海1387,10米,,
东莞快意,Y4.0F2-H,,ENN,复,AC220V,480*12*12*15-3F（C),有,新时达,海1387,10米,,
东莞三洋,S1.0C-H,,BCC,,AC220V,400*5*10*16,有,新时达,海1387,7米,,
东莞三洋,S1.0D-H,,BCC,,AC220V,400*5*10*16,无,新时达,海1387,10米,,
东莞三洋,S1.5C-H,,BCC,,AC220V,400*5*10*16,有,新时达,海1387,7米,,
东莞三洋,S1.5D-H,,BCC,,AC220V,400*5*10*16,有,新时达,海1387,7米,,
东莞三洋,S1.75C-H,,BCC,,AC220V,400*5*10*16,有,新时达,海1387,7米,,
东莞三洋,S1.75D-H,,BCC,,AC220V,400*5*10*16,有,新时达,海1387,7米,,
东莞三洋,S2.0C-H,,BCC,,AC220V,400*5*10*16,有,新时达,海1387,7米,,
东莞三洋,TA1.0A-H,,MC,,DC110V,400*4*10*16,有,新时达,海1387,7米,,
东莞三洋,TA1.0B-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,,
东莞三洋,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞三洋,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,新时达,海1387,7米,,
东莞三洋,TA1.5B-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,,
东莞三洋,TA1.5C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞三洋,TA1.5D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞三洋,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞三洋,TA1.75D-H,,MC,,DC110V,400*5*10*16,有,新时达,海1387,7米,,
东莞三洋,TA2.0D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
东莞三洋,U1.0ES-H,,MM,,DC110V,480*7*12*18,有,新时达,海1387,7米,,
东莞三洋,U1.75DS-H,,MM,,DC110V,480*7*12*18,有,新时达,海1387,7米,,
东莞三洋,U1.75ES-H,,MM,,DC110V,480*7*12*18,有,新时达,海1387,7米,,
东莞市华图仕,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
佛山力菱,TA1.5C-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,
佛山力菱,TA1.5D-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,
佛山力菱,TA1.75D-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,,
佛山南海赛奇,S1.0D-H,,BCC,,DC110V,400*5*10*16,无,蓝光一体化,海1387,7米,,
佛山南海赛奇,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
佛山南海赛奇,TA1.6C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,,
佛山住友富士,S1.0C-H,,BCC,,AC220V,400*5*10*16,无,新时达,海1387,10米,7米,
佛山住友富士,S1.5C-H,,BCC,,AC220V,400*5*10*16,有,新时达,海1387,7米,,
佛山住友富士,S1.5D-H,,BCC,,AC220V,400*5*10*16,有,新时达,海1387,7米,,
